Country,Year,Crop,Area,Production,Yield,Rainfall_mm,Temperature_C,Pesticide_Use
Spain,2001,Maize,97208,636.0,12.33,636.0,17.84,35700.0
Spain,2001,Maize,97208,636.0,17.84,636.0,17.27,35700.0
Spain,2001,Maize,97208,636.0,17.84,636.0,12.33,35700.0
Spain,2001,Maize,97208,636.0,17.84,636.0,17.84,35700.0
Spain,2002,Maize,95142,636.0,17.16,636.0,17.16,40727.0
Spain,2002,Maize,95142,636.0,17.16,636.0,12.52,40727.0
Spain,2002,Maize,95142,636.0,17.16,636.0,17.51,40727.0
Spain,2002,Maize,95142,636.0,12.52,636.0,17.16,40727.0
Spain,2002,Maize,95142,636.0,12.52,636.0,12.52,40727.0
Spain,2002,Maize,95142,636.0,12.52,636.0,17.51,40727.0
Spain,2002,Maize,95142,636.0,17.51,636.0,17.16,40727.0
Spain,2002,Maize,95142,636.0,17.51,636.0,12.52,40727.0
Spain,2002,Maize,95142,636.0,17.51,636.0,17.51,40727.0
Spain,2004,Maize,100691,636.0,17.12,636.0,17.12,47445.0
Spain,2004,Maize,100691,636.0,17.12,636.0,12.17,47445.0
Spain,2004,Maize,100691,636.0,17.12,636.0,17.41,47445.0
Spain,2004,Maize,100691,636.0,12.17,636.0,17.12,47445.0
Spain,2004,Maize,100691,636.0,12.17,636.0,12.17,47445.0
Spain,2004,Maize,100691,636.0,12.17,636.0,17.41,47445.0
Spain,2004,Maize,100691,636.0,17.41,636.0,17.12,47445.0
Spain,2004,Maize,100691,636.0,17.41,636.0,12.17,47445.0
Spain,2004,Maize,100691,636.0,17.41,636.0,17.41,47445.0
Spain,2005,Maize,96099,636.0,16.69,636.0,16.69,41017.0
Spain,2005,Maize,96099,636.0,16.69,636.0,12.26,41017.0
Spain,2005,Maize,96099,636.0,16.69,636.0,16.97,41017.0
Spain,2005,Maize,96099,636.0,12.26,636.0,16.69,41017.0
Spain,2005,Maize,96099,636.0,12.26,636.0,12.26,41017.0
Spain,2005,Maize,96099,636.0,12.26,636.0,16.97,41017.0
Spain,2005,Maize,96099,636.0,16.97,636.0,16.69,41017.0
Spain,2005,Maize,96099,636.0,16.97,636.0,12.26,41017.0
Spain,2005,Maize,96099,636.0,16.97,636.0,16.97,41017.0
Spain,2006,Maize,97437,636.0,17.81,636.0,17.81,39767.0
Spain,2006,Maize,97437,636.0,17.81,636.0,13.06,39767.0
Spain,2006,Maize,97437,636.0,17.81,636.0,17.97,39767.0
Spain,2006,Maize,97437,636.0,13.06,636.0,17.81,39767.0
Spain,2006,Maize,97437,636.0,13.06,636.0,13.06,39767.0
Spain,2006,Maize,97437,636.0,13.06,636.0,17.97,39767.0
Spain,2006,Maize,97437,636.0,17.97,636.0,17.81,39767.0
Spain,2006,Maize,97437,636.0,17.97,636.0,13.06,39767.0
Spain,2006,Maize,97437,636.0,17.97,636.0,17.97,39767.0
Spain,2007,Maize,100027,636.0,17.24,636.0,17.24,39286.0
Spain,2007,Maize,100027,636.0,17.24,636.0,11.89,39286.0
Spain,2007,Maize,100027,636.0,17.24,636.0,17.41,39286.0
Spain,2007,Maize,100027,636.0,11.89,636.0,17.24,39286.0
Spain,2007,Maize,100027,636.0,11.89,636.0,11.89,39286.0
Spain,2007,Maize,100027,636.0,11.89,636.0,17.41,39286.0
Spain,2007,Maize,100027,636.0,17.41,636.0,17.24,39286.0
Spain,2007,Maize,100027,636.0,17.41,636.0,11.89,39286.0
Spain,2007,Maize,100027,636.0,17.41,636.0,17.41,39286.0
Spain,2008,Maize,99061,636.0,16.92,636.0,16.92,40719.0
Spain,2008,Maize,99061,636.0,16.92,636.0,11.92,40719.0
Spain,2008,Maize,99061,636.0,16.92,636.0,17.21,40719.0
Spain,2008,Maize,99061,636.0,11.92,636.0,16.92,40719.0
Spain,2008,Maize,99061,636.0,11.92,636.0,11.92,40719.0
Spain,2008,Maize,99061,636.0,11.92,636.0,17.21,40719.0
Spain,2008,Maize,99061,636.0,17.21,636.0,16.92,40719.0
Spain,2008,Maize,99061,636.0,17.21,636.0,11.92,40719.0
Spain,2008,Maize,99061,636.0,17.21,636.0,17.21,40719.0
Spain,2009,Maize,100749,636.0,17.45,636.0,17.45,35199.0
Spain,2009,Maize,100749,636.0,17.45,636.0,12.96,35199.0
Spain,2009,Maize,100749,636.0,17.45,636.0,17.61,35199.0
Spain,2009,Maize,100749,636.0,12.96,636.0,17.45,35199.0
Spain,2009,Maize,100749,636.0,12.96,636.0,12.96,35199.0
Spain,2009,Maize,100749,636.0,12.96,636.0,17.61,35199.0
Spain,2009,Maize,100749,636.0,17.61,636.0,17.45,35199.0
Spain,2009,Maize,100749,636.0,17.61,636.0,12.96,35199.0
Spain,2009,Maize,100749,636.0,17.61,636.0,17.61,35199.0
Spain,2010,Maize,105553,636.0,16.51,636.0,16.51,39043.0
Spain,2010,Maize,105553,636.0,16.51,636.0,12.01,39043.0
Spain,2010,Maize,105553,636.0,16.51,636.0,16.83,39043.0
Spain,2010,Maize,105553,636.0,12.01,636.0,16.51,39043.0
Spain,2010,Maize,105553,636.0,12.01,636.0,12.01,39043.0
Spain,2010,Maize,105553,636.0,12.01,636.0,16.83,39043.0
Spain,2010,Maize,105553,636.0,16.83,636.0,16.51,39043.0
Spain,2010,Maize,105553,636.0,16.83,636.0,12.01,39043.0
Spain,2010,Maize,105553,636.0,16.83,636.0,16.83,39043.0
Spain,2011,Maize,113738,636.0,17.9,636.0,17.9,53549.0
Spain,2011,Maize,113738,636.0,17.9,636.0,13.28,53549.0
Spain,2011,Maize,113738,636.0,17.9,636.0,17.98,53549.0
Spain,2011,Maize,113738,636.0,13.28,636.0,17.9,53549.0
Spain,2011,Maize,113738,636.0,13.28,636.0,13.28,53549.0
Spain,2011,Maize,113738,636.0,13.28,636.0,17.98,53549.0
Spain,2011,Maize,113738,636.0,17.98,636.0,17.9,53549.0
Spain,2011,Maize,113738,636.0,17.98,636.0,13.28,53549.0
Spain,2011,Maize,113738,636.0,17.98,636.0,17.98,53549.0
Spain,2012,Maize,109164,636.0,17.51,636.0,17.51,48668.0
Spain,2012,Maize,109164,636.0,17.51,636.0,12.33,48668.0
Spain,2012,Maize,109164,636.0,17.51,636.0,17.65,48668.0
Spain,2012,Maize,109164,636.0,12.33,636.0,17.51,48668.0
Spain,2012,Maize,109164,636.0,12.33,636.0,12.33,48668.0
Spain,2012,Maize,109164,636.0,12.33,636.0,17.65,48668.0
Spain,2012,Maize,109164,636.0,17.65,636.0,17.51,48668.0
Spain,2012,Maize,109164,636.0,17.65,636.0,12.33,48668.0
Spain,2012,Maize,109164,636.0,17.65,636.0,17.65,48668.0
Spain,2013,Maize,110445,636.0,17.0,636.0,17.0,54197.0
Spain,2013,Maize,110445,636.0,17.0,636.0,12.68,54197.0
Spain,2013,Maize,110445,636.0,17.0,636.0,17.46,54197.0
Spain,2013,Maize,110445,636.0,12.68,636.0,17.0,54197.0
Spain,2013,Maize,110445,636.0,12.68,636.0,12.68,54197.0
Spain,2013,Maize,110445,636.0,12.68,636.0,17.46,54197.0
Spain,2013,Maize,110445,636.0,17.46,636.0,17.0,54197.0
Spain,2013,Maize,110445,636.0,17.46,636.0,12.68,54197.0
Spain,2013,Maize,110445,636.0,17.46,636.0,17.46,54197.0
Sri Lanka,1990,Maize,11227,1712.0,26.53,1712.0,26.53,1571.33
Sri Lanka,1991,Maize,11916,1712.0,26.53,1712.0,26.53,1409.15
Sri Lanka,1992,Maize,10390,1712.0,26.26,1712.0,26.26,2144.31
Sri Lanka,1993,Maize,9712,1712.0,26.37,1712.0,26.37,1753.2
Sri Lanka,1994,Maize,10032,1712.0,26.34,1712.0,26.34,1860.7
Sri Lanka,1995,Maize,9695,1712.0,26.59,1712.0,26.59,1735.5
Sri Lanka,1996,Maize,10669,1712.0,26.38,1712.0,26.38,1654.41
Sri Lanka,1997,Maize,9959,1712.0,26.66,1712.0,26.66,1622.4
Sri Lanka,1998,Maize,11371,1712.0,27.13,1712.0,27.13,1532.41
Sri Lanka,1999,Maize,10897,1712.0,26.32,1712.0,26.32,1766.91
Sri Lanka,2000,Maize,10838,1712.0,26.43,1712.0,26.43,1695.71
Sri Lanka,2001,Maize,11182,1712.0,26.63,1712.0,26.63,1705.05
Sri Lanka,2002,Maize,11282,1712.0,26.74,1712.0,26.74,1714.39
Sri Lanka,2004,Maize,15023,1712.0,26.64,1712.0,26.64,1733.07
Sri Lanka,2005,Maize,14713,1712.0,26.73,1712.0,26.73,1742.41
Sri Lanka,2006,Maize,14853,1712.0,26.56,1712.0,26.56,1751.75
Sri Lanka,2007,Maize,16508,1712.0,26.57,1712.0,26.57,1439.8
Sri Lanka,2008,Maize,26337,1712.0,26.42,1712.0,26.42,1152.39
Sri Lanka,2009,Maize,25515,1712.0,26.67,1712.0,26.67,1170.36
Sri Lanka,2010,Maize,28061,1712.0,26.83,1712.0,26.83,1450.54
Sri Lanka,2011,Maize,27262,1712.0,26.65,1712.0,26.65,1290.31
Sri Lanka,2012,Maize,34187,1712.0,26.88,1712.0,26.88,1112.8
Sri Lanka,2013,Maize,30868,1712.0,27.03,1712.0,27.03,1235.31
Sudan,2012,Maize,16634,1712.0,26.42,1712.0,26.42,2469.47
Sudan,2012,Maize,16634,1712.0,26.42,1712.0,29.96,2469.47
Sudan,2012,Maize,16634,1712.0,29.96,1712.0,26.42,2469.47
Sudan,2012,Maize,16634,1712.0,29.96,1712.0,29.96,2469.47
Sudan,2013,Maize,15997,1712.0,26.84,1712.0,26.84,2469.47
Sudan,2013,Maize,15997,1712.0,26.84,1712.0,30.65,2469.47
Sudan,2013,Maize,15997,1712.0,30.65,1712.0,26.84,2469.47
Sudan,2013,Maize,15997,1712.0,30.65,1712.0,30.65,2469.47
Suriname,1990,Maize,21575,2331.0,26.87,2331.0,26.87,217.0
Suriname,1991,Maize,22289,2331.0,26.93,2331.0,26.93,207.0
Suriname,1992,Maize,18706,2331.0,27.04,2331.0,27.04,197.5
Suriname,1993,Maize,20651,2331.0,26.83,2331.0,26.83,188.0
Suriname,1994,Maize,18162,2331.0,26.82,2331.0,26.82,178.5
Suriname,1995,Maize,22553,2331.0,27.33,2331.0,27.33,169.0
Suriname,1996,Maize,22267,2331.0,27.09,2331.0,27.09,142.0
Suriname,1997,Maize,22833,2331.0,27.27,2331.0,27.27,139.0
Suriname,1998,Maize,22000,2331.0,27.65,2331.0,27.65,151.33
Suriname,1999,Maize,10000,2331.0,27.07,2331.0,27.07,163.67
Suriname,2000,Maize,19048,2331.0,26.86,2331.0,26.86,176.0
Suriname,2001,Maize,19444,2331.0,27.12,2331.0,27.12,581.12
Suriname,2002,Maize,19677,2331.0,27.14,2331.0,27.14,986.25
Suriname,2004,Maize,28077,2331.0,27.47,2331.0,27.47,1214.83
Suriname,2005,Maize,18421,2331.0,27.7,2331.0,27.7,1426.37
Suriname,2006,Maize,23000,2331.0,27.34,2331.0,27.34,1483.84
Suriname,2007,Maize,27222,2331.0,27.19,2331.0,27.19,1847.86
Suriname,2008,Maize,22500,2331.0,27.22,2331.0,27.22,2108.66
Suriname,2009,Maize,24000,2331.0,27.45,2331.0,27.45,2191.37
Suriname,2010,Maize,23333,2331.0,27.7,2331.0,27.7,1286.65
Suriname,2011,Maize,22857,2331.0,27.42,2331.0,27.42,936.24
Suriname,2012,Maize,26364,2331.0,27.4,2331.0,27.4,633.92
Suriname,2013,Maize,24737,2331.0,27.17,2331.0,27.17,537.49
Switzerland,1990,Maize,85102,1537.0,8.19,1537.0,8.19,2282.0
Switzerland,1991,Maize,80510,1537.0,7.24,1537.0,7.24,2055.9
Switzerland,1992,Maize,83130,1537.0,7.98,1537.0,7.98,2018.7
Switzerland,1993,Maize,89050,1537.0,7.48,1537.0,7.48,1934.5
Switzerland,1994,Maize,87490,1537.0,8.78,1537.0,8.78,1922.5
Switzerland,1995,Maize,83614,1537.0,7.65,1537.0,7.65,1826.3
Switzerland,1996,Maize,85748,1537.0,6.66,1537.0,6.66,1746.3
Switzerland,1997,Maize,92732,1537.0,7.96,1537.0,7.96,1644.3
Switzerland,1998,Maize,91140,1537.0,7.81,1537.0,7.81,1563.6
Switzerland,1999,Maize,88852,1537.0,7.76,1537.0,7.76,1526.6
Switzerland,2000,Maize,96519,1537.0,8.54,1537.0,8.54,1576.9
Switzerland,2001,Maize,89441,1537.0,7.82,1537.0,7.82,1561.9
Switzerland,2002,Maize,92168,1537.0,8.42,1537.0,8.42,1526.6
Switzerland,2004,Maize,96142,1537.0,7.67,1537.0,7.67,1390.7
Switzerland,2005,Maize,96497,1537.0,7.49,1537.0,7.49,1388.3
Switzerland,2006,Maize,84488,1537.0,8.19,1537.0,8.19,1359.04
Switzerland,2007,Maize,101695,1537.0,8.43,1537.0,8.43,2099.3
Switzerland,2008,Maize,97027,1537.0,7.98,1537.0,7.98,2011.47
Switzerland,2009,Maize,104132,1537.0,8.15,1537.0,8.15,2170.4
Switzerland,2010,Maize,84922,1537.0,7.06,1537.0,7.06,2059.6
Switzerland,2011,Maize,114447,1537.0,8.68,1537.0,8.68,2132.14
Switzerland,2012,Maize,108279,1537.0,7.96,1537.0,7.96,2077.9
Switzerland,2013,Maize,100837,1537.0,7.94,1537.0,7.94,2098.5
Tajikistan,1992,Maize,29613,691.0,7.9,691.0,7.9,2280.0
Tajikistan,1993,Maize,30455,691.0,7.29,691.0,7.29,2280.0
Tajikistan,1994,Maize,18000,691.0,8.01,691.0,8.01,714.0
Tajikistan,1995,Maize,19372,691.0,8.49,691.0,8.49,54.0
Tajikistan,1996,Maize,37520,691.0,7.55,691.0,7.55,826.0
Tajikistan,1997,Maize,27501,691.0,8.69,691.0,8.69,751.31
Tajikistan,1998,Maize,29816,691.0,8.34,691.0,8.34,676.63
Tajikistan,1999,Maize,28100,691.0,8.74,691.0,8.74,601.94
Tajikistan,2000,Maize,27011,691.0,8.78,691.0,8.78,527.25
Tajikistan,2001,Maize,29515,691.0,9.16,691.0,9.16,452.56
Tajikistan,2002,Maize,35117,691.0,8.63,691.0,8.63,377.88
Tajikistan,2004,Maize,46811,691.0,9.24,691.0,9.24,228.5
Tajikistan,2005,Maize,40471,691.0,8.61,691.0,8.61,235.4
Tajikistan,2006,Maize,37740,691.0,8.97,691.0,8.97,241.9
Tajikistan,2007,Maize,40109,691.0,8.69,691.0,8.69,247.9
Tajikistan,2008,Maize,93985,691.0,8.29,691.0,8.29,253.5
Tajikistan,2009,Maize,98893,691.0,8.42,691.0,8.42,258.1
Tajikistan,2010,Maize,120521,691.0,8.98,691.0,8.98,262.1
Tajikistan,2011,Maize,121228,691.0,8.45,691.0,8.45,264.6
Tajikistan,2012,Maize,125670,691.0,7.71,691.0,7.71,264.6
Tajikistan,2013,Maize,124827,691.0,10.1,691.0,10.1,264.6
Thailand,1990,Maize,24090,1622.0,27.96,1622.0,27.96,18849.0
Thailand,1991,Maize,27117,1622.0,27.85,1622.0,27.85,18849.0
Thailand,1992,Maize,29709,1622.0,27.55,1622.0,27.55,18849.0
Thailand,1993,Maize,27333,1622.0,27.58,1622.0,27.58,18849.0
Thailand,1994,Maize,29344,1622.0,27.76,1622.0,27.76,20448.0
Thailand,1995,Maize,32884,1622.0,27.68,1622.0,27.68,24062.0
Thailand,1996,Maize,34478,1622.0,27.37,1622.0,27.37,21901.0
Thailand,1997,Maize,31982,1622.0,28.01,1622.0,28.01,23960.0
Thailand,1998,Maize,33448,1622.0,28.44,1622.0,28.44,19212.0
Thailand,1999,Maize,35526,1622.0,27.34,1622.0,27.34,22761.0
Thailand,2000,Maize,36715,1622.0,27.52,1622.0,27.52,20334.0
Thailand,2001,Maize,37329,1622.0,27.81,1622.0,27.81,30629.67
Thailand,2002,Maize,37145,1622.0,27.98,1622.0,27.98,40925.33
Thailand,2004,Maize,38587,1622.0,27.8,1622.0,27.8,88548.0
Thailand,2005,Maize,38161,1622.0,27.92,1622.0,27.92,43831.0
Thailand,2006,Maize,39356,1622.0,27.92,1622.0,27.92,41220.0
Thailand,2007,Maize,39295,1622.0,27.79,1622.0,27.79,66858.0
Thailand,2008,Maize,40748,1622.0,27.48,1622.0,27.48,65423.0
Thailand,2009,Maize,41780,1622.0,27.79,1622.0,27.79,67933.0
Thailand,2010,Maize,41799,1622.0,28.54,1622.0,28.54,68986.0
Thailand,2011,Maize,43297,1622.0,27.56,1622.0,27.56,87191.0
Thailand,2012,Maize,43225,1622.0,28.48,1622.0,28.48,69921.0
Thailand,2013,Maize,42242,1622.0,28.98,1622.0,28.98,8136.0
Turkey,1990,Maize,40803,593.0,19.22,593.0,19.22,29918.0
Turkey,1990,Maize,40803,593.0,19.22,593.0,10.51,29918.0
Turkey,1990,Maize,40803,593.0,19.22,593.0,11.91,29918.0
Turkey,1990,Maize,40803,593.0,19.22,593.0,14.01,29918.0
Turkey,1990,Maize,40803,593.0,19.22,593.0,17.94,29918.0
Turkey,1990,Maize,40803,593.0,10.51,593.0,19.22,29918.0
Turkey,1990,Maize,40803,593.0,10.51,593.0,10.51,29918.0
Turkey,1990,Maize,40803,593.0,10.51,593.0,11.91,29918.0
Turkey,1990,Maize,40803,593.0,10.51,593.0,14.01,29918.0
Turkey,1990,Maize,40803,593.0,10.51,593.0,17.94,29918.0
Turkey,1990,Maize,40803,593.0,11.91,593.0,19.22,29918.0
Turkey,1990,Maize,40803,593.0,11.91,593.0,10.51,29918.0
Turkey,1990,Maize,40803,593.0,11.91,593.0,11.91,29918.0
Turkey,1990,Maize,40803,593.0,11.91,593.0,14.01,29918.0
Turkey,1990,Maize,40803,593.0,11.91,593.0,17.94,29918.0
Turkey,1990,Maize,40803,593.0,14.01,593.0,19.22,29918.0
Turkey,1990,Maize,40803,593.0,14.01,593.0,10.51,29918.0
Turkey,1990,Maize,40803,593.0,14.01,593.0,11.91,29918.0
Turkey,1990,Maize,40803,593.0,14.01,593.0,14.01,29918.0
Turkey,1990,Maize,40803,593.0,14.01,593.0,17.94,29918.0
Turkey,1990,Maize,40803,593.0,17.94,593.0,19.22,29918.0
Turkey,1990,Maize,40803,593.0,17.94,593.0,10.51,29918.0
Turkey,1990,Maize,40803,593.0,17.94,593.0,11.91,29918.0
Turkey,1990,Maize,40803,593.0,17.94,593.0,14.01,29918.0
Turkey,1990,Maize,40803,593.0,17.94,593.0,17.94,29918.0
Turkey,1991,Maize,42489,593.0,18.94,593.0,18.94,24343.0
Turkey,1991,Maize,42489,593.0,18.94,593.0,10.37,24343.0
Turkey,1991,Maize,42489,593.0,18.94,593.0,11.2,24343.0
Turkey,1991,Maize,42489,593.0,18.94,593.0,13.21,24343.0
Turkey,1991,Maize,42489,593.0,18.94,593.0,17.04,24343.0
Turkey,1991,Maize,42489,593.0,10.37,593.0,18.94,24343.0
Turkey,1991,Maize,42489,593.0,10.37,593.0,10.37,24343.0
Turkey,1991,Maize,42489,593.0,10.37,593.0,11.2,24343.0
Turkey,1991,Maize,42489,593.0,10.37,593.0,13.21,24343.0
Turkey,1991,Maize,42489,593.0,10.37,593.0,17.04,24343.0
Turkey,1991,Maize,42489,593.0,11.2,593.0,18.94,24343.0
Turkey,1991,Maize,42489,593.0,11.2,593.0,10.37,24343.0
Turkey,1991,Maize,42489,593.0,11.2,593.0,11.2,24343.0
Turkey,1991,Maize,42489,593.0,11.2,593.0,13.21,24343.0
Turkey,1991,Maize,42489,593.0,11.2,593.0,17.04,24343.0
Turkey,1991,Maize,42489,593.0,13.21,593.0,18.94,24343.0
Turkey,1991,Maize,42489,593.0,13.21,593.0,10.37,24343.0
Turkey,1991,Maize,42489,593.0,13.21,593.0,11.2,24343.0
Turkey,1991,Maize,42489,593.0,13.21,593.0,13.21,24343.0
Turkey,1991,Maize,42489,593.0,13.21,593.0,17.04,24343.0
Turkey,1991,Maize,42489,593.0,17.04,593.0,18.94,24343.0
Turkey,1991,Maize,42489,593.0,17.04,593.0,10.37,24343.0
Turkey,1991,Maize,42489,593.0,17.04,593.0,11.2,24343.0
Turkey,1991,Maize,42489,593.0,17.04,593.0,13.21,24343.0
Turkey,1991,Maize,42489,593.0,17.04,593.0,17.04,24343.0
Turkey,1992,Maize,42427,593.0,17.68,593.0,17.68,27110.0
Turkey,1992,Maize,42427,593.0,17.68,593.0,9.06,27110.0
Turkey,1992,Maize,42427,593.0,17.68,593.0,10.77,27110.0
Turkey,1992,Maize,42427,593.0,17.68,593.0,13.01,27110.0
Turkey,1992,Maize,42427,593.0,17.68,593.0,16.91,27110.0
Turkey,1992,Maize,42427,593.0,9.06,593.0,17.68,27110.0
Turkey,1992,Maize,42427,593.0,9.06,593.0,9.06,27110.0
Turkey,1992,Maize,42427,593.0,9.06,593.0,10.77,27110.0
Turkey,1992,Maize,42427,593.0,9.06,593.0,13.01,27110.0
Turkey,1992,Maize,42427,593.0,9.06,593.0,16.91,27110.0
Turkey,1992,Maize,42427,593.0,10.77,593.0,17.68,27110.0
Turkey,1992,Maize,42427,593.0,10.77,593.0,9.06,27110.0
Turkey,1992,Maize,42427,593.0,10.77,593.0,10.77,27110.0
Turkey,1992,Maize,42427,593.0,10.77,593.0,13.01,27110.0
Turkey,1992,Maize,42427,593.0,10.77,593.0,16.91,27110.0
Turkey,1992,Maize,42427,593.0,13.01,593.0,17.68,27110.0
Turkey,1992,Maize,42427,593.0,13.01,593.0,9.06,27110.0
Turkey,1992,Maize,42427,593.0,13.01,593.0,10.77,27110.0
Turkey,1992,Maize,42427,593.0,13.01,593.0,13.01,27110.0
Turkey,1992,Maize,42427,593.0,13.01,593.0,16.91,27110.0
Turkey,1992,Maize,42427,593.0,16.91,593.0,17.68,27110.0
Turkey,1992,Maize,42427,593.0,16.91,593.0,9.06,27110.0
Turkey,1992,Maize,42427,593.0,16.91,593.0,10.77,27110.0
Turkey,1992,Maize,42427,593.0,16.91,593.0,13.01,27110.0
Turkey,1992,Maize,42427,593.0,16.91,593.0,16.91,27110.0
Turkey,1993,Maize,45455,593.0,18.82,593.0,18.82,28042.0
Turkey,1993,Maize,45455,593.0,18.82,593.0,9.96,28042.0
Turkey,1993,Maize,45455,593.0,18.82,593.0,11.45,28042.0
Turkey,1993,Maize,45455,593.0,18.82,593.0,13.32,28042.0
Turkey,1993,Maize,45455,593.0,18.82,593.0,17.39,28042.0
Turkey,1993,Maize,45455,593.0,9.96,593.0,18.82,28042.0
Turkey,1993,Maize,45455,593.0,9.96,593.0,9.96,28042.0
Turkey,1993,Maize,45455,593.0,9.96,593.0,11.45,28042.0
Turkey,1993,Maize,45455,593.0,9.96,593.0,13.32,28042.0
Turkey,1993,Maize,45455,593.0,9.96,593.0,17.39,28042.0
Turkey,1993,Maize,45455,593.0,11.45,593.0,18.82,28042.0
Turkey,1993,Maize,45455,593.0,11.45,593.0,9.96,28042.0
Turkey,1993,Maize,45455,593.0,11.45,593.0,11.45,28042.0
Turkey,1993,Maize,45455,593.0,11.45,593.0,13.32,28042.0
Turkey,1993,Maize,45455,593.0,11.45,593.0,17.39,28042.0
Turkey,1993,Maize,45455,593.0,13.32,593.0,18.82,28042.0
Turkey,1993,Maize,45455,593.0,13.32,593.0,9.96,28042.0
Turkey,1993,Maize,45455,593.0,13.32,593.0,11.45,28042.0
Turkey,1993,Maize,45455,593.0,13.32,593.0,13.32,28042.0
Turkey,1993,Maize,45455,593.0,13.32,593.0,17.39,28042.0
Turkey,1993,Maize,45455,593.0,17.39,593.0,18.82,28042.0
Turkey,1993,Maize,45455,593.0,17.39,593.0,9.96,28042.0
Turkey,1993,Maize,45455,593.0,17.39,593.0,11.45,28042.0
Turkey,1993,Maize,45455,593.0,17.39,593.0,13.32,28042.0
Turkey,1993,Maize,45455,593.0,17.39,593.0,17.39,28042.0
Turkey,1994,Maize,38181,593.0,19.76,593.0,19.76,24219.0
Turkey,1994,Maize,38181,593.0,19.76,593.0,11.7,24219.0
Turkey,1994,Maize,38181,593.0,19.76,593.0,12.83,24219.0
Turkey,1994,Maize,38181,593.0,19.76,593.0,14.88,24219.0
Turkey,1994,Maize,38181,593.0,19.76,593.0,18.35,24219.0
Turkey,1994,Maize,38181,593.0,11.7,593.0,19.76,24219.0
Turkey,1994,Maize,38181,593.0,11.7,593.0,11.7,24219.0
Turkey,1994,Maize,38181,593.0,11.7,593.0,12.83,24219.0
Turkey,1994,Maize,38181,593.0,11.7,593.0,14.88,24219.0
Turkey,1994,Maize,38181,593.0,11.7,593.0,18.35,24219.0
Turkey,1994,Maize,38181,593.0,12.83,593.0,19.76,24219.0
Turkey,1994,Maize,38181,593.0,12.83,593.0,11.7,24219.0
Turkey,1994,Maize,38181,593.0,12.83,593.0,12.83,24219.0
Turkey,1994,Maize,38181,593.0,12.83,593.0,14.88,24219.0
Turkey,1994,Maize,38181,593.0,12.83,593.0,18.35,24219.0
Turkey,1994,Maize,38181,593.0,14.88,593.0,19.76,24219.0
Turkey,1994,Maize,38181,593.0,14.88,593.0,11.7,24219.0
Turkey,1994,Maize,38181,593.0,14.88,593.0,12.83,24219.0
Turkey,1994,Maize,38181,593.0,14.88,593.0,14.88,24219.0
Turkey,1994,Maize,38181,593.0,14.88,593.0,18.35,24219.0
Turkey,1994,Maize,38181,593.0,18.35,593.0,19.76,24219.0
Turkey,1994,Maize,38181,593.0,18.35,593.0,11.7,24219.0
Turkey,1994,Maize,38181,593.0,18.35,593.0,12.83,24219.0
Turkey,1994,Maize,38181,593.0,18.35,593.0,14.88,24219.0
Turkey,1994,Maize,38181,593.0,18.35,593.0,18.35,24219.0
Turkey,1995,Maize,37322,593.0,19.15,593.0,19.15,27328.0
Turkey,1995,Maize,37322,593.0,19.15,593.0,10.93,27328.0
Turkey,1995,Maize,37322,593.0,19.15,593.0,12.06,27328.0
Turkey,1995,Maize,37322,593.0,19.15,593.0,14.14,27328.0
Turkey,1995,Maize,37322,593.0,19.15,593.0,17.64,27328.0
Turkey,1995,Maize,37322,593.0,10.93,593.0,19.15,27328.0
Turkey,1995,Maize,37322,593.0,10.93,593.0,10.93,27328.0
Turkey,1995,Maize,37322,593.0,10.93,593.0,12.06,27328.0
Turkey,1995,Maize,37322,593.0,10.93,593.0,14.14,27328.0
Turkey,1995,Maize,37322,593.0,10.93,593.0,17.64,27328.0
Turkey,1995,Maize,37322,593.0,12.06,593.0,19.15,27328.0
Turkey,1995,Maize,37322,593.0,12.06,593.0,10.93,27328.0
Turkey,1995,Maize,37322,593.0,12.06,593.0,12.06,27328.0
Turkey,1995,Maize,37322,593.0,12.06,593.0,14.14,27328.0
Turkey,1995,Maize,37322,593.0,12.06,593.0,17.64,27328.0
Turkey,1995,Maize,37322,593.0,14.14,593.0,19.15,27328.0
Turkey,1995,Maize,37322,593.0,14.14,593.0,10.93,27328.0
Turkey,1995,Maize,37322,593.0,14.14,593.0,12.06,27328.0
Turkey,1995,Maize,37322,593.0,14.14,593.0,14.14,27328.0
Turkey,1995,Maize,37322,593.0,14.14,593.0,17.64,27328.0
Turkey,1995,Maize,37322,593.0,17.64,593.0,19.15,27328.0
Turkey,1995,Maize,37322,593.0,17.64,593.0,10.93,27328.0
Turkey,1995,Maize,37322,593.0,17.64,593.0,12.06,27328.0
Turkey,1995,Maize,37322,593.0,17.64,593.0,14.14,27328.0
Turkey,1995,Maize,37322,593.0,17.64,593.0,17.64,27328.0
Turkey,1996,Maize,36396,593.0,19.47,593.0,19.47,30286.0
Turkey,1996,Maize,36396,593.0,19.47,593.0,11.29,30286.0
Turkey,1996,Maize,36396,593.0,19.47,593.0,11.92,30286.0
Turkey,1996,Maize,36396,593.0,19.47,593.0,13.77,30286.0
Turkey,1996,Maize,36396,593.0,19.47,593.0,17.49,30286.0
Turkey,1996,Maize,36396,593.0,11.29,593.0,19.47,30286.0
Turkey,1996,Maize,36396,593.0,11.29,593.0,11.29,30286.0
Turkey,1996,Maize,36396,593.0,11.29,593.0,11.92,30286.0
